#UPS-spectrum

#Date/time: 	2018-03-26__18-55-32


#AK pressure: 	8,74E-9 	mbar
#Pass energy: 	15.0 	eV
#Volt. bias: 	-15.0 	V
#Volt. lens: 	-15.0 	V
#Step width: 	20.0 	meV
#Counttime: 	200.0 	ms
#Vor: 	16.0 	V
#Nach: 	5.0 	V
#slope: 	0.613 	V/s
#offset: 	-48.850 	V


#Slope: 	72.7 	mV/s
#Counttime: 	200.0 	ms




#E_k 	 cps 	 Ana 	 Hemi 	 Hemo 	 EP 	 Mt + 	 + meas


12,279	000247	-12,298	-11,319	-12,970	14,981	247	05
12,220	000232	-12,279	-11,305	-12,951	14,941	232	05
12,195	000215	-12,254	-11,279	-12,925	14,941	215	05
12,175	000216	-12,235	-11,260	-12,906	14,940	216	05
12,165	000247	-12,216	-11,240	-12,887	14,949	247	05
12,140	000219	-12,197	-11,222	-12,868	14,943	219	05
12,121	000230	-12,178	-11,203	-12,849	14,944	230	05
12,104	000215	-12,159	-11,184	-12,830	14,945	215	05
12,120	000224	-12,140	-11,161	-12,811	14,980	224	05
12,062	000215	-12,115	-11,140	-12,786	14,947	215	05
12,042	000215	-12,096	-11,121	-12,768	14,946	215	05
12,025	000215	-12,077	-11,102	-12,749	14,948	215	05
12,007	000252	-12,058	-11,083	-12,730	14,949	252	05
11,986	000225	-12,039	-11,064	-12,711	14,947	225	05
11,968	000219	-12,021	-11,045	-12,692	14,947	219	05
11,949	000207	-11,995	-11,019	-12,667	14,954	207	05
11,967	000214	-11,976	-10,997	-12,648	14,991	214	05
11,913	000214	-11,957	-10,981	-12,629	14,956	214	05
11,890	000213	-11,938	-10,963	-12,611	14,952	213	05
11,862	000213	-11,920	-10,946	-12,592	14,942	213	05
11,838	000223	-11,901	-10,927	-12,573	14,937	223	05
11,816	000217	-11,875	-10,902	-12,548	14,941	217	05
11,798	000215	-11,857	-10,883	-12,529	14,941	215	05
11,781	000215	-11,838	-10,864	-12,510	14,944	215	05
11,699	000225	-11,819	-10,845	-12,484	14,880	225	05
11,742	000209	-11,800	-10,826	-12,472	14,942	209	05
11,719	000214	-11,781	-10,807	-12,453	14,937	214	05
11,701	000214	-11,755	-10,781	-12,428	14,945	214	05
11,680	000219	-11,737	-10,762	-12,409	14,943	219	05
11,661	000206	-11,718	-10,744	-12,390	14,943	206	05
11,639	000214	-11,699	-10,725	-12,371	14,940	214	05
11,618	000215	-11,681	-10,706	-12,352	14,938	215	05
11,606	000215	-11,662	-10,687	-12,334	14,944	215	05
11,611	000215	-11,637	-10,659	-12,309	14,974	215	05
11,561	000211	-11,617	-10,643	-12,289	14,944	211	05
11,542	000207	-11,599	-10,624	-12,271	14,943	207	05
11,524	000215	-11,580	-10,605	-12,251	14,944	215	05
11,507	000222	-11,561	-10,586	-12,233	14,946	222	05
11,490	000223	-11,542	-10,567	-12,214	14,948	223	05
11,471	000208	-11,524	-10,548	-12,195	14,948	208	05
11,447	000216	-11,498	-10,523	-12,170	14,948	216	05
11,423	000214	-11,479	-10,504	-12,151	14,944	214	05
11,440	000224	-11,461	-10,482	-12,132	14,980	224	05
11,392	000211	-11,442	-10,467	-12,114	14,950	211	05
11,375	000223	-11,422	-10,447	-12,095	14,953	223	05
11,355	000215	-11,404	-10,429	-12,076	14,951	215	05
11,331	000215	-11,379	-10,403	-12,051	14,952	215	05
11,311	000211	-11,360	-10,385	-12,032	14,951	211	05
11,292	000215	-11,341	-10,366	-12,013	14,951	215	05
11,276	000214	-11,322	-10,347	-11,994	14,954	214	05
11,287	000208	-11,303	-10,324	-11,975	14,984	208	05
11,236	000214	-11,285	-10,309	-11,956	14,952	214	05
11,213	000235	-11,260	-10,284	-11,931	14,953	235	05
11,196	000214	-11,241	-10,265	-11,913	14,956	214	05
11,179	000235	-11,222	-10,246	-11,894	14,957	235	05
11,162	000205	-11,203	-10,227	-11,875	14,960	205	04
11,142	000206	-11,184	-10,208	-11,856	14,958	206	04
11,124	000233	-11,165	-10,189	-11,837	14,959	233	05
11,131	000243	-11,140	-10,160	-11,812	14,991	243	05
11,078	000253	-11,121	-10,145	-11,793	14,957	253	05
11,059	000242	-11,102	-10,126	-11,774	14,957	242	05
11,039	000213	-11,084	-10,107	-11,755	14,955	213	05
11,021	000241	-11,065	-10,089	-11,736	14,956	241	05
11,006	000243	-11,045	-10,069	-11,717	14,961	243	05
10,983	000205	-11,021	-10,044	-11,692	14,962	205	04
10,963	000241	-11,002	-10,025	-11,673	14,961	241	05
10,978	000237	-10,983	-10,002	-11,654	14,995	237	05
10,924	000224	-10,964	-9,987	-11,635	14,960	224	05
10,913	000205	-10,946	-9,967	-11,616	14,966	205	04
10,890	000253	-10,927	-9,949	-11,597	14,962	253	05
10,867	000238	-10,902	-9,924	-11,573	14,964	238	05
10,850	000240	-10,884	-9,905	-11,554	14,966	240	05
10,830	000243	-10,865	-9,887	-11,535	14,965	243	05
10,812	000213	-10,847	-9,868	-11,517	14,965	213	05
10,825	000212	-10,828	-9,846	-11,498	14,997	212	05
10,775	000212	-10,809	-9,830	-11,479	14,965	212	05
10,760	000209	-10,791	-9,812	-11,461	14,969	209	05
10,734	000223	-10,766	-9,787	-11,436	14,969	223	05
10,715	000214	-10,747	-9,768	-11,417	14,968	214	05
10,695	000213	-10,728	-9,749	-11,398	14,967	213	05
10,684	000209	-10,709	-9,730	-11,380	14,975	209	05
10,665	000214	-10,691	-9,711	-11,361	14,975	214	05
10,677	000213	-10,671	-9,688	-11,342	15,006	213	05
10,621	000210	-10,646	-9,667	-11,317	14,975	210	05
10,597	000213	-10,627	-9,648	-11,297	14,969	213	05
10,586	000214	-10,609	-9,629	-11,279	14,977	214	05
10,566	000216	-10,590	-9,610	-11,260	14,976	216	05
10,540	000205	-10,571	-9,591	-11,240	14,969	205	05
10,524	000220	-10,552	-9,572	-11,221	14,973	220	05
10,499	000218	-10,526	-9,546	-11,196	14,973	218	05
10,486	000210	-10,508	-9,528	-11,178	14,978	210	05
10,498	000212	-10,489	-9,505	-11,159	15,009	212	05
10,453	000208	-10,470	-9,489	-11,140	14,983	208	05
10,425	000215	-10,451	-9,471	-11,121	14,974	215	05
10,402	000205	-10,432	-9,453	-11,102	14,970	205	05
10,381	000208	-10,407	-9,427	-11,077	14,973	208	05
10,372	000209	-10,389	-9,408	-11,059	14,983	209	05
10,347	000219	-10,370	-9,389	-11,040	14,978	219	05
10,325	000210	-10,351	-9,371	-11,021	14,974	210	05
10,313	000209	-10,332	-9,352	-11,002	14,981	209	05
10,319	000207	-10,313	-9,330	-10,983	15,006	207	05
10,282	000210	-10,288	-9,308	-10,960	14,994	210	05
10,267	000214	-10,269	-9,289	-10,941	14,998	214	05
10,255	000225	-10,250	-9,270	-10,923	15,004	225	05
10,234	000228	-10,231	-9,251	-10,904	15,003	228	05
10,212	000215	-10,212	-9,232	-10,884	14,999	215	05
10,195	000219	-10,193	-9,213	-10,865	15,002	219	05
10,175	000209	-10,168	-9,187	-10,841	15,006	209	05
10,186	000219	-10,149	-9,165	-10,821	15,037	219	05
10,136	000243	-10,130	-9,149	-10,802	15,005	243	05
10,119	000224	-10,111	-9,130	-10,783	15,007	224	05
10,097	000226	-10,092	-9,111	-10,764	15,005	226	05
10,080	000223	-10,073	-9,092	-10,745	15,006	223	05
10,059	000219	-10,054	-9,073	-10,726	15,005	219	05
10,037	000249	-10,029	-9,048	-10,702	15,008	249	05
10,015	000233	-10,011	-9,030	-10,683	15,005	233	05
10,030	000247	-9,992	-9,007	-10,664	15,039	247	05
9,979	000242	-9,972	-8,991	-10,644	15,007	242	05
9,965	000219	-9,953	-8,972	-10,626	15,012	219	05
9,945	000252	-9,935	-8,953	-10,607	15,010	252	05
9,919	000224	-9,909	-8,928	-10,582	15,009	224	05
9,900	000223	-9,891	-8,909	-10,563	15,010	223	05
9,886	000226	-9,871	-8,889	-10,544	15,015	226	05
9,863	000220	-9,853	-8,871	-10,525	15,010	220	05
9,876	000240	-9,834	-8,849	-10,506	15,042	240	05
9,825	000236	-9,815	-8,833	-10,487	15,010	236	05
9,803	000218	-9,789	-8,807	-10,461	15,014	218	05
9,788	000250	-9,771	-8,788	-10,443	15,017	250	05
9,761	000228	-9,752	-8,770	-10,424	15,009	228	05
9,749	000253	-9,733	-8,751	-10,405	15,016	253	05
9,731	000227	-9,714	-8,732	-10,386	15,017	227	05
9,714	000225	-9,695	-8,713	-10,368	15,019	225	05
9,722	000217	-9,671	-8,685	-10,343	15,051	217	05
9,670	000209	-9,651	-8,669	-10,324	15,019	209	05
9,648	000207	-9,633	-8,651	-10,305	15,014	207	05
9,634	000209	-9,614	-8,632	-10,287	15,020	209	05
9,620	000214	-9,596	-8,613	-10,268	15,024	214	05
9,594	000207	-9,578	-8,596	-10,250	15,016	207	05
9,577	000214	-9,552	-8,570	-10,225	15,024	214	05
9,554	000214	-9,535	-8,552	-10,206	15,019	214	05
9,537	000207	-9,516	-8,533	-10,188	15,021	207	05
9,547	000216	-9,496	-8,510	-10,168	15,051	216	05
9,497	000209	-9,478	-8,495	-10,149	15,020	209	05
9,477	000207	-9,459	-8,476	-10,131	15,019	207	05
9,455	000209	-9,433	-8,450	-10,105	15,023	209	05
9,439	000209	-9,414	-8,431	-10,086	15,025	209	05
9,423	000210	-9,394	-8,411	-10,067	15,028	210	05
9,402	000217	-9,375	-8,392	-10,048	15,027	217	05
9,379	000222	-9,357	-8,374	-10,029	15,023	222	05
9,368	000220	-9,338	-8,354	-10,010	15,030	220	05
9,377	000214	-9,318	-8,332	-9,991	15,058	214	05
9,317	000213	-9,294	-8,310	-9,965	15,024	213	05
9,301	000220	-9,275	-8,291	-9,947	15,026	220	05
9,285	000210	-9,255	-8,272	-9,928	15,030	210	05
9,266	000219	-9,236	-8,253	-9,909	15,030	219	05
9,248	000219	-9,218	-8,235	-9,890	15,029	219	05
9,227	000224	-9,199	-8,216	-9,871	15,028	224	05
9,206	000225	-9,174	-8,190	-9,846	15,032	225	05
9,213	000212	-9,155	-8,168	-9,827	15,058	212	05
9,166	000208	-9,136	-8,152	-9,808	15,030	208	05
9,149	000218	-9,117	-8,133	-9,789	15,032	218	05
9,133	000209	-9,098	-8,114	-9,771	15,035	209	05
9,115	000219	-9,079	-8,095	-9,752	15,036	219	05
9,089	000238	-9,054	-8,070	-9,726	15,035	238	05
9,071	000217	-9,035	-8,051	-9,708	15,035	217	05
9,053	000233	-9,016	-8,032	-9,689	15,037	233	05
8,974	000226	-8,997	-8,013	-9,663	14,977	226	05
9,015	000234	-8,978	-7,994	-9,650	15,037	234	05
8,997	000213	-8,959	-7,975	-9,632	15,037	213	05
8,973	000226	-8,934	-7,950	-9,607	15,039	226	05
8,957	000244	-8,915	-7,930	-9,588	15,041	244	05
8,935	000225	-8,896	-7,912	-9,569	15,038	225	05
8,918	000233	-8,878	-7,893	-9,550	15,040	233	05
8,896	000229	-8,859	-7,874	-9,531	15,037	229	05
8,907	000242	-8,840	-7,852	-9,512	15,068	242	05
8,854	000231	-8,815	-7,830	-9,487	15,039	231	05
8,836	000245	-8,796	-7,811	-9,468	15,039	245	05
8,818	000253	-8,777	-7,792	-9,449	15,041	253	05
8,799	000234	-8,758	-7,773	-9,430	15,041	234	05
8,781	000230	-8,739	-7,754	-9,411	15,042	230	05
8,766	000244	-8,720	-7,735	-9,392	15,046	244	05
8,736	000249	-8,695	-7,710	-9,367	15,041	249	05
8,646	000205	-8,676	-7,691	-9,341	14,970	205	04
8,699	000241	-8,657	-7,672	-9,330	15,042	241	05
8,684	000245	-8,639	-7,653	-9,311	15,045	245	05
8,663	000252	-8,620	-7,634	-9,292	15,043	252	05
8,643	000241	-8,601	-7,616	-9,273	15,043	241	05
8,628	000233	-8,582	-7,597	-9,254	15,046	233	05
8,601	000214	-8,557	-7,572	-9,229	15,045	214	05
8,582	000213	-8,538	-7,553	-9,210	15,045	213	05
8,590	000206	-8,518	-7,531	-9,191	15,072	206	05
8,554	000220	-8,500	-7,514	-9,173	15,054	220	05
8,534	000221	-8,481	-7,495	-9,154	15,053	221	05
8,516	000214	-8,463	-7,477	-9,135	15,054	214	05
8,492	000214	-8,438	-7,452	-9,110	15,054	214	05
8,476	000214	-8,419	-7,433	-9,092	15,057	214	05
8,456	000214	-8,400	-7,414	-9,073	15,055	214	05
8,427	000213	-8,381	-7,396	-9,054	15,046	213	05
8,450	000218	-8,363	-7,373	-9,035	15,087	218	05
8,400	000215	-8,344	-7,358	-9,016	15,056	215	05
8,367	000210	-8,318	-7,333	-8,991	15,049	210	05
8,354	000224	-8,300	-7,314	-8,973	15,054	224	05
8,339	000214	-8,281	-7,295	-8,954	15,058	214	05
8,322	000214	-8,262	-7,276	-8,935	15,060	214	05
8,292	000222	-8,243	-7,258	-8,916	15,048	222	05
8,285	000207	-8,225	-7,238	-8,897	15,060	207	05
8,251	000208	-8,199	-7,213	-8,871	15,052	208	05
8,264	000222	-8,180	-7,191	-8,853	15,084	222	05
8,221	000213	-8,161	-7,175	-8,834	15,060	213	05
8,202	000205	-8,142	-7,156	-8,815	15,060	205	05
8,183	000213	-8,123	-7,137	-8,796	15,060	213	05
8,166	000214	-8,105	-7,118	-8,777	15,061	214	05
8,141	000214	-8,079	-7,093	-8,752	15,062	214	05
8,122	000208	-8,061	-7,074	-8,733	15,061	208	05
8,103	000207	-8,042	-7,055	-8,714	15,061	207	05
8,109	000212	-8,023	-7,033	-8,695	15,085	212	05
8,066	000213	-8,003	-7,017	-8,676	15,062	213	05
8,049	000214	-7,985	-6,998	-8,658	15,064	214	05
8,030	000214	-7,966	-6,979	-8,639	15,064	214	05
8,006	000214	-7,941	-6,953	-8,613	15,066	214	05
7,986	000224	-7,922	-6,935	-8,594	15,064	224	05
7,971	000206	-7,903	-6,915	-8,575	15,068	206	05
7,951	000212	-7,883	-6,896	-8,557	15,067	212	05
7,930	000224	-7,865	-6,878	-8,538	15,065	224	05
7,940	000214	-7,846	-6,856	-8,519	15,094	214	05
7,892	000214	-7,821	-6,833	-8,494	15,071	214	05
7,871	000214	-7,801	-6,814	-8,474	15,070	214	05
7,852	000213	-7,782	-6,795	-8,455	15,070	213	05
7,829	000230	-7,764	-6,776	-8,436	15,065	230	05
7,814	000243	-7,745	-6,757	-8,417	15,069	243	05
7,797	000214	-7,725	-6,737	-8,398	15,072	214	05
7,769	000216	-7,701	-6,713	-8,373	15,069	216	05
7,784	000206	-7,682	-6,690	-8,354	15,102	206	04
7,735	000221	-7,663	-6,675	-8,335	15,073	221	05
7,717	000253	-7,644	-6,656	-8,316	15,073	253	05
7,698	000217	-7,625	-6,637	-8,297	15,073	217	05
7,678	000214	-7,606	-6,618	-8,278	15,073	214	05
7,658	000214	-7,581	-6,592	-8,253	15,078	214	05
7,636	000253	-7,562	-6,574	-8,234	15,074	253	05
7,616	000252	-7,543	-6,554	-8,215	15,073	252	05
7,531	000207	-7,524	-6,535	-8,188	15,007	207	04
7,581	000223	-7,505	-6,516	-8,177	15,076	223	05
7,562	000214	-7,486	-6,497	-8,158	15,076	214	05
7,535	000252	-7,461	-6,473	-8,133	15,073	252	05
7,520	000223	-7,442	-6,454	-8,115	15,078	223	05
7,500	000220	-7,424	-6,435	-8,096	15,077	220	05
7,483	000224	-7,405	-6,415	-8,077	15,079	224	05
7,462	000224	-7,386	-6,397	-8,058	15,076	224	05
7,472	000224	-7,367	-6,375	-8,040	15,105	224	05
7,416	000226	-7,342	-6,353	-8,014	15,074	226	05
7,399	000223	-7,323	-6,334	-7,995	15,076	223	05
7,387	000204	-7,304	-6,315	-7,977	15,083	204	05
7,362	000213	-7,286	-6,296	-7,957	15,076	213	05
7,349	000211	-7,266	-6,277	-7,939	15,082	211	05
7,331	000215	-7,247	-6,258	-7,920	15,084	215	05
7,317	000235	-7,228	-6,239	-7,901	15,089	235	05
7,311	000212	-7,203	-6,211	-7,875	15,108	212	05
7,270	000212	-7,184	-6,195	-7,857	15,086	212	05
7,249	000211	-7,165	-6,175	-7,837	15,083	211	05
7,231	000210	-7,146	-6,156	-7,818	15,086	210	05
7,212	000214	-7,127	-6,137	-7,799	15,085	214	05
7,193	000218	-7,108	-6,118	-7,780	15,085	218	05
7,167	000206	-7,083	-6,093	-7,755	15,084	206	05
7,150	000215	-7,064	-6,074	-7,737	15,087	215	05
7,133	000215	-7,045	-6,055	-7,718	15,088	215	05
7,137	000212	-7,026	-6,034	-7,699	15,112	212	05
7,097	000207	-7,008	-6,017	-7,680	15,090	207	05
7,082	000209	-6,988	-5,998	-7,661	15,094	209	05
7,056	000224	-6,963	-5,973	-7,636	15,093	224	05
7,035	000214	-6,943	-5,954	-7,617	15,092	214	05
7,021	000207	-6,925	-5,934	-7,598	15,096	207	05
7,001	000214	-6,906	-5,916	-7,579	15,095	214	05
6,983	000214	-6,887	-5,897	-7,560	15,096	214	05
6,907	000233	-6,868	-5,878	-7,535	15,039	233	05
6,933	000210	-6,842	-5,853	-7,515	15,091	210	05
6,923	000213	-6,824	-5,833	-7,497	15,099	213	05
6,900	000225	-6,805	-5,814	-7,478	15,095	225	05
6,888	000214	-6,786	-5,795	-7,459	15,103	214	05
6,870	000214	-6,767	-5,776	-7,440	15,103	214	05
6,854	000214	-6,748	-5,756	-7,421	15,107	214	05
6,817	000216	-6,722	-5,732	-7,395	15,094	216	05
6,796	000207	-6,703	-5,713	-7,376	15,093	207	05
6,804	000223	-6,685	-5,692	-7,357	15,119	223	05
6,763	000225	-6,665	-5,675	-7,338	15,098	225	05
6,741	000213	-6,647	-5,656	-7,319	15,094	213	05
6,723	000214	-6,628	-5,637	-7,301	15,095	214	05
6,697	000214	-6,603	-5,612	-7,275	15,094	214	05
6,681	000212	-6,584	-5,593	-7,256	15,097	212	05
6,668	000228	-6,565	-5,574	-7,238	15,103	228	05
6,654	000230	-6,546	-5,554	-7,219	15,108	230	05
6,655	000244	-6,527	-5,533	-7,200	15,128	244	05
6,609	000232	-6,508	-5,517	-7,181	15,101	232	05
6,596	000246	-6,489	-5,498	-7,162	15,107	246	05
6,570	000244	-6,464	-5,473	-7,137	15,106	244	05
6,550	000205	-6,445	-5,454	-7,118	15,105	205	04
6,533	000244	-6,427	-5,435	-7,099	15,106	244	05
6,515	000238	-6,408	-5,416	-7,081	15,107	238	05
6,498	000251	-6,389	-5,397	-7,062	15,109	251	05
6,503	000246	-6,370	-5,376	-7,043	15,133	246	05
6,454	000224	-6,345	-5,353	-7,018	15,109	224	05
6,435	000247	-6,326	-5,334	-6,999	15,109	247	05
6,419	000235	-6,308	-5,315	-6,980	15,111	235	05
6,400	000236	-6,289	-5,297	-6,961	15,111	236	05
6,381	000244	-6,270	-5,278	-6,943	15,111	244	05
6,365	000238	-6,251	-5,259	-6,924	15,114	238	05
6,362	000225	-6,226	-5,231	-6,899	15,136	225	05
6,321	000234	-6,207	-5,215	-6,880	15,113	234	05
6,300	000238	-6,188	-5,196	-6,861	15,112	238	05
6,285	000212	-6,169	-5,176	-6,842	15,116	212	05
6,264	000228	-6,150	-5,158	-6,823	15,114	228	05
6,243	000214	-6,132	-5,139	-6,804	15,111	214	05
6,223	000207	-6,106	-5,113	-6,779	15,117	207	05
6,206	000212	-6,087	-5,094	-6,760	15,119	212	05
6,184	000213	-6,068	-5,075	-6,741	15,116	213	05
6,191	000213	-6,049	-5,054	-6,722	15,142	213	05
6,150	000213	-6,031	-5,038	-6,703	15,119	213	05
6,129	000207	-6,012	-5,019	-6,684	15,117	207	05
6,105	000210	-5,987	-4,993	-6,659	15,119	210	05
6,090	000213	-5,968	-4,975	-6,641	15,122	213	05
6,066	000211	-5,949	-4,956	-6,621	15,117	211	05
6,049	000214	-5,930	-4,937	-6,603	15,119	214	05
6,027	000214	-5,911	-4,918	-6,583	15,116	214	05
6,036	000224	-5,892	-4,896	-6,565	15,144	224	05
5,991	000210	-5,867	-4,874	-6,540	15,124	210	05
5,967	000211	-5,849	-4,855	-6,521	15,118	211	05
5,955	000210	-5,829	-4,836	-6,502	15,125	210	05
5,934	000206	-5,810	-4,817	-6,483	15,123	206	05
5,914	000215	-5,792	-4,798	-6,464	15,122	215	05
5,898	000215	-5,772	-4,779	-6,446	15,125	215	05
5,878	000213	-5,754	-4,760	-6,426	15,124	213	05
5,850	000215	-5,729	-4,735	-6,401	15,121	215	05
5,854	000213	-5,710	-4,713	-6,382	15,144	213	05
5,816	000212	-5,691	-4,697	-6,363	15,125	212	05
5,796	000214	-5,672	-4,678	-6,345	15,124	214	05
5,778	000212	-5,653	-4,660	-6,326	15,125	212	05
5,766	000222	-5,635	-4,640	-6,307	15,131	222	05
5,738	000220	-5,610	-4,616	-6,282	15,128	220	05
5,716	000214	-5,591	-4,597	-6,263	15,126	214	05
5,698	000212	-5,572	-4,578	-6,245	15,126	212	05
5,699	000212	-5,553	-4,557	-6,226	15,146	212	05
5,665	000219	-5,534	-4,540	-6,207	15,130	219	05
5,642	000220	-5,515	-4,522	-6,188	15,127	220	05
5,621	000219	-5,490	-4,496	-6,163	15,131	219	05
5,608	000212	-5,472	-4,477	-6,145	15,136	212	05
5,586	000212	-5,453	-4,459	-6,126	15,133	212	05
5,548	000253	-5,434	-4,442	-6,107	15,113	253	05
5,536	000219	-5,416	-4,423	-6,089	15,120	219	05
5,538	000232	-5,397	-4,402	-6,070	15,141	232	05
5,486	000242	-5,372	-4,380	-6,045	15,114	242	05
5,472	000253	-5,353	-4,361	-6,026	15,119	253	05
5,460	000214	-5,335	-4,341	-6,007	15,126	214	05
5,434	000253	-5,315	-4,322	-5,988	15,119	253	05
5,416	000247	-5,297	-4,304	-5,969	15,119	247	05
5,399	000221	-5,278	-4,285	-5,951	15,121	221	05
5,370	000205	-5,253	-4,260	-5,926	15,117	205	04
5,374	000249	-5,234	-4,238	-5,906	15,141	249	05
5,338	000229	-5,215	-4,221	-5,888	15,123	229	05
5,322	000215	-5,196	-4,202	-5,869	15,127	215	05
5,297	000251	-5,177	-4,184	-5,850	15,119	251	05
5,283	000217	-5,158	-4,164	-5,830	15,125	217	05
5,259	000221	-5,132	-4,139	-5,805	15,126	221	05
5,237	000215	-5,113	-4,120	-5,786	15,124	215	05
5,219	000251	-5,094	-4,101	-5,767	15,125	251	05
5,226	000211	-5,076	-4,079	-5,748	15,150	211	04
5,184	000237	-5,056	-4,063	-5,730	15,128	237	05
5,163	000213	-5,038	-4,044	-5,710	15,125	213	05
5,148	000213	-5,019	-4,025	-5,692	15,129	213	05
5,120	000222	-4,994	-4,000	-5,667	15,126	222	05
5,100	000211	-4,975	-3,981	-5,648	15,124	211	05
5,083	000212	-4,957	-3,962	-5,629	15,126	212	05
5,063	000207	-4,938	-3,944	-5,610	15,125	207	05
5,069	000211	-4,918	-3,922	-5,591	15,151	211	05
5,030	000213	-4,899	-3,905	-5,572	15,131	213	05
5,000	000214	-4,875	-3,880	-5,547	15,125	214	05
4,991	000211	-4,855	-3,861	-5,528	15,136	211	05
4,966	000208	-4,837	-3,842	-5,509	15,129	208	05
4,954	000219	-4,817	-3,823	-5,490	15,136	219	05
4,931	000212	-4,798	-3,804	-5,472	15,133	212	05
4,916	000214	-4,779	-3,785	-5,453	15,136	214	05
4,887	000208	-4,755	-3,760	-5,427	15,133	208	05
4,866	000210	-4,733	-3,741	-5,408	15,133	210	05
4,850	000223	-4,717	-3,722	-5,389	15,134	223	05
4,832	000214	-4,698	-3,703	-5,370	15,134	214	05
4,815	000210	-4,679	-3,684	-5,351	15,136	210	05
4,796	000210	-4,660	-3,665	-5,333	15,136	210	05
4,771	000211	-4,635	-3,640	-5,307	15,136	211	05
4,755	000216	-4,615	-3,620	-5,288	15,140	216	05
4,733	000208	-4,597	-3,602	-5,269	15,136	208	05
4,734	000209	-4,577	-3,580	-5,250	15,157	209	05
4,697	000224	-4,559	-3,563	-5,231	15,139	224	05
4,678	000219	-4,540	-3,544	-5,212	15,139	219	05
4,659	000221	-4,514	-3,518	-5,187	15,145	221	05
4,635	000212	-4,495	-3,499	-5,167	15,140	212	05
4,620	000215	-4,476	-3,480	-5,149	15,144	215	05
4,601	000221	-4,458	-3,462	-5,130	15,143	221	05
4,586	000215	-4,440	-3,443	-5,111	15,145	215	05
4,561	000210	-4,421	-3,424	-5,092	15,140	210	05
4,558	000210	-4,396	-3,397	-5,067	15,162	210	05
4,519	000221	-4,377	-3,380	-5,048	15,142	221	05
4,504	000219	-4,358	-3,361	-5,029	15,146	219	05
4,487	000226	-4,339	-3,342	-5,011	15,148	226	05
4,468	000220	-4,321	-3,323	-4,992	15,148	220	05
4,445	000221	-4,302	-3,303	-4,972	15,143	221	05
4,430	000231	-4,283	-3,285	-4,953	15,148	231	05
4,402	000235	-4,258	-3,260	-4,928	15,145	235	05
4,402	000216	-4,239	-3,239	-4,910	15,162	216	05
4,371	000244	-4,220	-3,222	-4,891	15,151	244	05
4,350	000239	-4,201	-3,203	-4,872	15,149	239	05
4,335	000208	-4,183	-3,184	-4,854	15,152	208	04
4,312	000204	-4,164	-3,166	-4,835	15,148	204	04
4,289	000241	-4,139	-3,141	-4,810	15,150	241	05
4,271	000243	-4,120	-3,122	-4,791	15,151	243	05
4,267	000243	-4,101	-3,101	-4,772	15,166	243	05
4,236	000253	-4,083	-3,084	-4,753	15,153	253	05
4,214	000244	-4,064	-3,065	-4,734	15,150	244	05
4,200	000244	-4,045	-3,046	-4,716	15,155	244	05
4,172	000253	-4,020	-3,021	-4,690	15,153	253	05
4,152	000250	-4,000	-3,002	-4,671	15,151	250	05
4,134	000233	-3,982	-2,983	-4,653	15,152	233	05
4,116	000254	-3,963	-2,964	-4,634	15,153	254	05
4,117	000245	-3,944	-2,943	-4,615	15,173	245	05
4,086	000213	-3,925	-2,925	-4,596	15,161	213	05
4,060	000224	-3,900	-2,900	-4,571	15,160	224	05
4,045	000213	-3,881	-2,881	-4,552	15,164	213	05
4,024	000208	-3,862	-2,863	-4,533	15,161	208	05
3,998	000210	-3,844	-2,845	-4,514	15,154	210	05
3,979	000212	-3,824	-2,825	-4,495	15,155	212	05
3,970	000219	-3,806	-2,806	-4,477	15,164	219	05
3,906	000223	-3,781	-2,781	-4,448	15,125	223	05
3,942	000213	-3,762	-2,763	-4,435	15,180	213	05
3,921	000213	-3,743	-2,744	-4,416	15,178	213	05
3,904	000213	-3,724	-2,725	-4,397	15,180	213	05
3,883	000213	-3,705	-2,706	-4,378	15,177	213	05
3,866	000212	-3,687	-2,687	-4,360	15,179	212	05
3,849	000224	-3,667	-2,668	-4,340	15,181	224	05
3,821	000213	-3,643	-2,643	-4,315	15,178	213	05
3,805	000225	-3,624	-2,624	-4,296	15,181	225	05
3,801	000212	-3,605	-2,603	-4,277	15,196	212	05
3,768	000213	-3,586	-2,587	-4,259	15,182	213	05
3,744	000213	-3,567	-2,568	-4,240	15,177	213	05
3,730	000211	-3,548	-2,548	-4,221	15,182	211	05
3,707	000214	-3,524	-2,523	-4,196	15,183	214	05
3,691	000214	-3,504	-2,504	-4,177	15,187	214	05
3,669	000224	-3,486	-2,485	-4,158	15,183	224	05
3,651	000214	-3,467	-2,467	-4,140	15,183	214	05
3,652	000213	-3,448	-2,446	-4,121	15,204	213	05
3,616	000205	-3,429	-2,429	-4,102	15,187	205	05
3,589	000213	-3,404	-2,404	-4,077	15,184	213	05
3,573	000213	-3,385	-2,385	-4,058	15,187	213	05
3,553	000212	-3,367	-2,367	-4,040	15,186	212	05
3,538	000209	-3,348	-2,347	-4,020	15,190	209	05
3,518	000211	-3,329	-2,329	-4,002	15,189	211	05
3,500	000221	-3,310	-2,309	-3,983	15,190	221	05
3,478	000212	-3,285	-2,284	-3,958	15,193	212	05
3,476	000224	-3,267	-2,264	-3,939	15,209	224	05
3,435	000213	-3,248	-2,247	-3,920	15,187	213	05
3,417	000210	-3,229	-2,228	-3,901	15,189	210	05
